Gene,Collapsing model,P value,No. participants,No. cases with QV,Proportion cases with QV,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
ZNF500,ptvraredmg,0.0382,429799,2,0.000112949680917151,179,0.000434369024392611,0.254,0.0305,0.932
ZNF517,ptvraredmg,0.0603,429799,11,0.000621223245044333,449,0.00108956252487309,0.566,0.28,1.02
ZNF518B,ptvraredmg,0.0205,429799,35,0.00197661941605015,542,0.00131524028614969,1.51,1.04,2.13
ZNF526,ptvraredmg,0.037,429799,32,0.00180719489467442,499,0.00121089465459169,1.49,1.01,2.13
ZNF529,ptvraredmg,0.0663,429799,38,0.00214604393742588,643,0.00156033118818128,1.37,0.961,1.9
ZNF530,ptvraredmg,0.00194,429799,30,0.00169424521375727,1206,0.00292653096881279,0.581,0.39,0.835
ZNF554,ptvraredmg,0.0859,429799,17,0.000960072287795787,610,0.001480251982567,0.65,0.376,1.05
ZNF556,ptvraredmg,0.0369,429799,9,0.000508273564127181,412,0.000999776748881318,0.501,0.227,0.96
ZNF570,ptvraredmg,0.0423,429799,27,0.00152482069238154,416,0.00100948331925881,1.51,0.98,2.22
ZNF571,ptvraredmg,0.0947,429799,36,0.00203309425650873,597,0.00144870562884016,1.34,0.929,1.88
ZNF579,ptvraredmg,0.1,429799,7,0.00039532388321003,82,0.000198984692738515,1.97,0.767,4.25
ZNF581,ptvraredmg,0.0913,429799,5,0.000282374202292879,53,0.000128612057501723,2.19,0.682,5.44
ZNF582,ptvraredmg,0.0303,429799,74,0.0041791381939346,1333,0.00323471457829805,1.31,1.02,1.65
ZNF585A,ptvraredmg,0.0895,429799,7,0.00039532388321003,305,0.0007401259912835,0.523,0.209,1.09
ZNF649,ptvraredmg,0.0116,429799,23,0.00129892133054724,307,0.000744979276472244,1.77,1.11,2.71
ZNF652,ptvraredmg,0.0568,429799,54,0.00304964138476309,952,0.00231016374984227,1.31,0.979,1.73
ZNF672,ptvraredmg,0.0118,429799,34,0.00192014457559157,500,0.00121332129718607,1.59,1.09,2.25
ZNF675,ptvraredmg,0.00781,429799,52,0.00293669170384594,821,0.00199227356997952,1.49,1.1,1.97
ZNF688,ptvraredmg,0.0601,429799,6,0.000338849042751454,303,0.000735272706094756,0.463,0.168,1.02
ZNF703,ptvraredmg,0.0173,429799,32,0.00180719489467442,468,0.00113566873416616,1.59,1.07,2.27
ZNF714,ptvraredmg,0.0862,429799,38,0.00214604393742588,664,0.00161129068266309,1.34,0.936,1.85
ZNF717,ptvraredmg,0.0977,429799,26,0.00146834585192297,431,0.00104588295817439,1.41,0.908,2.09
ZNF74,ptvraredmg,0.0982,429799,33,0.001863669735133,570,0.00138318627879211,1.36,0.926,1.93
ZNF740,ptvraredmg,0.0141,429799,6,0.000338849042751454,42,0.000101918988963629,3.3,1.15,7.83
ZNF775,ptvraredmg,0.0526,429799,3,0.000169424521375727,205,0.000497461731846287,0.341,0.0697,1.01
ZNF780B,ptvraredmg,0.0573,429799,36,0.00203309425650873,1155,0.00280277219649981,0.726,0.506,1.01
ZNF782,ptvraredmg,0.0616,429799,40,0.00225899361834303,683,0.00165739689195617,1.36,0.961,1.87
ZNF786,ptvraredmg,0.0469,429799,29,0.0016377703732987,983,0.0023853896702678,0.689,0.459,0.997
ZNF791,ptvraredmg,0.0576,429799,19,0.00107302196871294,280,0.000679459926424197,1.58,0.937,2.52
ZNF799,ptvraredmg,0.0695,429799,19,0.00107302196871294,682,0.00165497024936179,0.648,0.388,1.02
ZNF845,ptvraredmg,0.000895,429799,70,0.0039532388321003,1061,0.00257466779262883,1.55,1.2,1.97
ZNF860,ptvraredmg,0.0694,429799,20,0.00112949680917151,302,0.000732846063500383,1.52,0.918,2.4
ZNF879,ptvraredmg,0.0212,429799,26,0.00146834585192297,364,0.000883297904351455,1.65,1.06,2.45
ZNF98,ptvraredmg,0.0992,429799,23,0.00129892133054724,375,0.000909990972889549,1.43,0.896,2.18
ZNRF2,ptvraredmg,0.0277,429799,8,0.000451798723668606,79,0.000191704764955398,2.35,0.979,4.86
ZP3,ptvraredmg,0.00479,429799,14,0.00079064776642006,656,0.00159187754190812,0.49,0.266,0.828
ZRANB2,ptvraredmg,0.0595,429799,9,0.000508273564127181,401,0.000973083680343224,0.526,0.239,1.01
ZSCAN22,ptvraredmg,0.0333,429799,28,0.00158129553284012,425,0.00103132310260816,1.53,1,2.24
ZSCAN29,ptvraredmg,0.0827,429799,49,0.00276726718247021,877,0.00212816555526436,1.29,0.949,1.73
ZSWIM4,ptvraredmg,0.0498,429799,50,0.00282374202292879,1544,0.00374673616571057,0.756,0.559,1
A4GALT,raredmg,0.0239,429799,22,0.00124244649008867,818,0.0019849936421964,0.622,0.387,0.948
A4GNT,raredmg,0.0298,429799,18,0.00101654712825436,691,0.00167681003271114,0.598,0.352,0.953
AAMDC,raredmg,0.0509,429799,21,0.00118597164963009,308,0.000747405919066616,1.58,0.963,2.46
ABCA10,raredmg,0.0339,429799,130,0.00734172925961484,2488,0.00603748677479786,1.22,1.01,1.45
ABCA4,raredmg,0.0414,429799,237,0.0133845371886824,6263,0.0151980625685527,0.873,0.763,0.995
ABCB11,raredmg,0.0391,429799,88,0.00496978596035466,2542,0.00616852547489396,0.799,0.638,0.989
ABCB4,raredmg,0.0772,429799,70,0.0039532388321003,1993,0.00483629869058366,0.804,0.624,1.02
ABCG1,raredmg,0.0416,429799,64,0.00361438978934884,1134,0.002751812702018,1.31,0.999,1.68
ABHD8,raredmg,0.0205,429799,28,0.00158129553284012,403,0.000977936965531969,1.61,1.06,2.37
ABI1,raredmg,0.0617,429799,20,0.00112949680917151,707,0.0017156363142211,0.655,0.397,1.02
ABI3,raredmg,0.007,429799,24,0.00135539617100582,300,0.000727992778311639,1.86,1.18,2.83
ABI3BP,raredmg,0.00886,429799,42,0.00237194329926018,635,0.0015409180474263,1.54,1.1,2.11
ABR,raredmg,0.0511,429799,35,0.00197661941605015,571,0.00138561292138649,1.42,0.982,2.01
ABT1,raredmg,0.0312,429799,15,0.000847122606878636,188,0.000456208807741961,1.85,1.02,3.14
ACAD8,raredmg,0.0979,429799,67,0.00378381431072457,1265,0.00306970288188075,1.23,0.947,1.57
ACAD9,raredmg,0.0609,429799,74,0.0041791381939346,2143,0.00520029507973948,0.8,0.625,1.01
ACR,raredmg,0.0435,429799,25,0.00141187101146439,866,0.00210147248672626,0.661,0.425,0.983
ACTN1,raredmg,0.0539,429799,65,0.00367086462980742,1180,0.00286343826135911,1.28,0.982,1.65
ACVR1C,raredmg,0.00397,429799,42,0.00237194329926018,603,0.00146326548440639,1.62,1.15,2.21
ACYP2,raredmg,0.088,429799,12,0.000677698085502908,166,0.000402822670665774,1.68,0.848,3.01
ADAM21,raredmg,0.0765,429799,27,0.00152482069238154,434,0.0010531628859575,1.45,0.945,2.14
ADAMTS10,raredmg,0.0612,429799,41,0.0023154684588016,1282,0.00311095580598507,0.743,0.531,1.01
ADAMTS13,raredmg,0.0271,429799,42,0.00237194329926018,1371,0.00332692699688419,0.707,0.507,0.961
ADAMTS3,raredmg,0.00248,429799,123,0.00694640537640481,2145,0.00520514836492822,1.34,1.11,1.61
ADAMTS5,raredmg,0.0421,429799,91,0.00513921048173039,1688,0.00409617269930016,1.25,1,1.55
ADAMTS6,raredmg,0.0601,429799,82,0.00463093691760321,1536,0.00372732302495559,1.24,0.981,1.55
ADAT2,raredmg,0.06,429799,6,0.000338849042751454,299,0.000725566135717267,0.463,0.169,1.02
ADD1,raredmg,0.0769,429799,56,0.00316259106568024,1018,0.00247032216107083,1.28,0.959,1.68
ADGRF3,raredmg,0.0292,429799,30,0.00169424521375727,446,0.00108228259708997,1.53,1.02,2.22
ADGRF4,raredmg,0.031,429799,39,0.00220251877788445,623,0.00151179833629384,1.45,1.02,2
AFAP1,raredmg,0.0467,429799,38,0.00214604393742588,1217,0.00295322403735088,0.721,0.507,0.995
AFMID,raredmg,0.0592,429799,33,0.001863669735133,550,0.00133465342690467,1.41,0.959,2
AGAP2,raredmg,0.0218,429799,17,0.000960072287795787,683,0.00165739689195617,0.58,0.336,0.937
AGMO,raredmg,0.0693,429799,32,0.00180719489467442,525,0.00127398736204537,1.41,0.954,2.02
AGXT,raredmg,0.0117,429799,83,0.00468741175806178,1429,0.00346767226735777,1.34,1.06,1.68
AGXT2,raredmg,0.0113,429799,33,0.001863669735133,1184,0.0028731448317366,0.645,0.442,0.912
AHDC1,raredmg,0.0601,429799,40,0.00225899361834303,680,0.00165011696417305,1.37,0.967,1.88
AHSA1,raredmg,0.0645,429799,20,0.00112949680917151,295,0.000715859565339778,1.56,0.938,2.46
AICDA,raredmg,0.0731,429799,23,0.00129892133054724,368,0.000893004474728944,1.47,0.921,2.24
AIDA,raredmg,0.0491,429799,5,0.000282374202292879,276,0.000669753356046708,0.421,0.136,0.996
AIPL1,raredmg,0.0503,429799,64,0.00361438978934884,1149,0.00278821234093358,1.3,0.991,1.67
AK8,raredmg,0.0118,429799,42,0.00237194329926018,635,0.0015409180474263,1.52,1.09,2.09
AKAP7,raredmg,0.0386,429799,4,0.000225899361834303,245,0.000594527435621172,0.369,0.0996,0.957
AKR1B15,raredmg,0.0298,429799,21,0.00118597164963009,288,0.000698873067179174,1.7,1.03,2.65
AKR7A2,raredmg,0.0413,429799,36,0.00203309425650873,584,0.00141715927511332,1.45,1,2.03
AKT1S1,raredmg,0.0836,429799,7,0.00039532388321003,72,0.000174718266794793,2.18,0.846,4.74
ALCAM,raredmg,0.0992,429799,14,0.00079064776642006,515,0.00124972093610165,0.633,0.344,1.07
ALG1L,raredmg,0.0384,429799,41,0.0023154684588016,676,0.00164041039379556,1.41,1,1.93
ALLC,raredmg,0.00359,429799,4,0.000225899361834303,331,0.000803218698737175,0.277,0.075,0.716
ALX4,raredmg,0.0269,429799,42,0.00237194329926018,1370,0.00332450035428982,0.712,0.51,0.968
AMBRA1,raredmg,0.0645,429799,106,0.00598633308860902,2051,0.00497704396105724,1.21,0.981,1.47
ANKMY2,raredmg,0.0482,429799,24,0.00135539617100582,839,0.00203595313667822,0.664,0.423,0.995
ANKRD1,raredmg,0.0367,429799,24,0.00135539617100582,344,0.000834765052464013,1.58,1,2.4
ANKRD24,raredmg,0.0108,429799,19,0.00107302196871294,229,0.000555701154111218,1.9,1.12,3.03
ANKRD27,raredmg,0.0268,429799,45,0.00254136782063591,1445,0.00350649854886773,0.717,0.52,0.964
ANKRD28,raredmg,0.0705,429799,34,0.00192014457559157,1088,0.00264018714267688,0.727,0.5,1.02
ANKRD30B,raredmg,0.047,429799,12,0.000677698085502908,151,0.000366423031750192,1.85,0.932,3.32
ANKRD50,raredmg,0.0238,429799,94,0.00530863500310612,1704,0.00413499898081011,1.28,1.03,1.58
ANKUB1,raredmg,0.095,429799,20,0.00112949680917151,309,0.000749832561660988,1.49,0.898,2.34
ANXA2,raredmg,0.0551,429799,24,0.00135539617100582,364,0.000883297904351455,1.52,0.96,2.3
ANXA3,raredmg,0.0565,429799,30,0.00169424521375727,477,0.00115750851751551,1.46,0.971,2.11
AP4S1,raredmg,0.00341,429799,19,0.00107302196871294,197,0.00047804859109131,2.16,1.27,3.47
AP5B1,raredmg,0.00166,429799,90,0.00508273564127181,2870,0.00696446424584801,0.72,0.577,0.889
APBB1IP,raredmg,0.0897,429799,7,0.00039532388321003,309,0.000749832561660988,0.522,0.208,1.09
APBB2,raredmg,0.00371,429799,25,0.00141187101146439,1001,0.0024290692369665,0.572,0.368,0.85
APCDD1,raredmg,0.0229,429799,48,0.00271079234201163,786,0.00190734107917649,1.42,1.04,1.9
APOB,raredmg,0.079,429799,76,0.00429208787485175,2158,0.00523669471865506,0.811,0.636,1.02
APOBEC3G,raredmg,0.0492,429799,5,0.000282374202292879,273,0.000662473428263592,0.42,0.135,0.993
AQP10,raredmg,0.0999,429799,23,0.00129892133054724,367,0.000890577832134572,1.43,0.893,2.18
AQP9,raredmg,0.0661,429799,21,0.00118597164963009,724,0.00175688923832542,0.669,0.411,1.03
ARGFX,raredmg,0.0000351,429799,28,0.00158129553284012,260,0.000630927074536754,2.5,1.63,3.71
ARHGAP21,raredmg,0.0363,429799,58,0.00327554074659739,1000,0.00242664259437213,1.34,1.01,1.75
ARHGEF26,raredmg,0.0254,429799,59,0.00333201558705597,1012,0.0024557623055046,1.36,1.03,1.77
ARL13A,raredmg,0.0747,429799,10,0.000564748404585757,122,0.0002960503965134,1.88,0.88,3.58
ARL14EP,raredmg,0.0723,429799,3,0.000169424521375727,201,0.000487755161468798,0.352,0.0721,1.05
ARL15,raredmg,0.02,429799,7,0.00039532388321003,382,0.000926977471050154,0.43,0.172,0.895
ARL6IP5,raredmg,0.0153,429799,7,0.00039532388321003,387,0.000939110684022015,0.418,0.167,0.87
ARMC7,raredmg,0.0815,429799,14,0.00079064776642006,521,0.00126428079166788,0.621,0.337,1.05
ARPC2,raredmg,0.0284,429799,5,0.000282374202292879,295,0.000715859565339778,0.392,0.126,0.924
ARPC5,raredmg,0.0212,429799,3,0.000169424521375727,239,0.000579967580054939,0.296,0.0606,0.875
ARSB,raredmg,0.0445,429799,83,0.00468741175806178,1521,0.00369092338604001,1.26,0.998,1.57
ARSJ,raredmg,0.0311,429799,33,0.001863669735133,1113,0.00270085320753618,0.683,0.468,0.966
AS3MT,raredmg,0.0158,429799,4,0.000225899361834303,270,0.000655193500480475,0.336,0.0909,0.87
ASAH1,raredmg,0.0662,429799,45,0.00254136782063591,777,0.00188550129582715,1.33,0.962,1.8
ASB2,raredmg,0.0614,429799,64,0.00361438978934884,1155,0.00280277219649981,1.28,0.976,1.64
ASB8,raredmg,0.0532,429799,10,0.000564748404585757,423,0.00102646981741941,0.548,0.261,1.02
ASB9,raredmg,0.057,429799,9,0.000508273564127181,105,0.000254797472409074,1.97,0.877,3.89
ASPG,raredmg,0.0918,429799,13,0.000734172925961484,487,0.00118177494345923,0.611,0.323,1.06
ASTE1,raredmg,0.0758,429799,33,0.001863669735133,547,0.00132737349912156,1.39,0.946,1.98
ASXL3,raredmg,0.03,429799,45,0.00254136782063591,740,0.00179571551983538,1.42,1.03,1.92
ATF7,raredmg,0.0415,429799,20,0.00112949680917151,285,0.000691593139396057,1.64,0.985,2.58
ATG12,raredmg,0.0477,429799,1,0.0000564748404585757,134,0.000325170107645865,0.172,0.00434,0.977
ATG4A,raredmg,0.0239,429799,1,0.0000564748404585757,154,0.000373702959533308,0.149,0.00375,0.842
ATG4D,raredmg,0.0352,429799,24,0.00135539617100582,346,0.000839618337652757,1.6,1.01,2.43
ATOH1,raredmg,0.0402,429799,32,0.00180719489467442,1066,0.00258680100560069,0.694,0.472,0.987
ATP1A2,raredmg,0.0125,429799,42,0.00237194329926018,1437,0.00348708540811275,0.679,0.487,0.923
ATP1A3,raredmg,0.0174,429799,27,0.00152482069238154,987,0.00239509624064529,0.635,0.416,0.93
ATP2A1,raredmg,0.0583,429799,114,0.00643813181227763,3173,0.00769973695194277,0.832,0.684,1
ATP2B1,raredmg,0.0503,429799,43,0.00242841813971876,1355,0.00328810071537424,0.738,0.531,0.999
ATP2B2,raredmg,0.0994,429799,109,0.00615575760998475,2140,0.00519301515195636,1.18,0.965,1.43
ATP5MC1,raredmg,0.0371,429799,2,0.000112949680917151,176,0.000427089096609495,0.263,0.0316,0.964
ATP5MC3,raredmg,0.0755,429799,8,0.000451798723668606,95,0.000230531046465352,1.96,0.824,4.03
ATP6V1G1,raredmg,0.0534,429799,3,0.000169424521375727,209,0.000507168302223775,0.336,0.0687,0.996
ATXN7L3,raredmg,0.0519,429799,11,0.000621223245044333,131,0.000317890179862749,1.95,0.949,3.6
AURKC,raredmg,0.0676,429799,10,0.000564748404585757,420,0.00101918988963629,0.55,0.262,1.02
AVPR1A,raredmg,0.0391,429799,11,0.000621223245044333,472,0.00114537530454365,0.535,0.265,0.967
B3GALNT1,raredmg,0.0222,429799,24,0.00135539617100582,336,0.000815351911709036,1.67,1.06,2.54
B4GALT7,raredmg,0.0693,429799,46,0.00259784266109448,804,0.00195102064587519,1.33,0.964,1.79
B9D1,raredmg,0.0753,429799,29,0.0016377703732987,938,0.00227619075352106,0.714,0.476,1.03
BAALC,raredmg,0.0671,429799,1,0.0000564748404585757,123,0.000298477039107772,0.188,0.00473,1.07
BABAM1,raredmg,0.00823,429799,9,0.000508273564127181,476,0.00115508187492113,0.44,0.2,0.842
BACH1,raredmg,0.0918,429799,47,0.00265431750155306,854,0.0020723527755938,1.29,0.941,1.73
BASP1,raredmg,0.0944,429799,5,0.000282374202292879,53,0.000128612057501723,2.17,0.675,5.38
BBOX1,raredmg,0.0798,429799,24,0.00135539617100582,802,0.00194616736068645,0.691,0.44,1.04
BCL2L13,raredmg,0.0751,429799,13,0.000734172925961484,509,0.00123516108053541,0.6,0.317,1.04
BCL7A,raredmg,0.0366,429799,0,0,99,0.000240237616842841,0,0,0.885
BCL9L,raredmg,0.0687,429799,65,0.00367086462980742,1901,0.00461304757190142,0.794,0.61,1.02
BCORL1,raredmg,0.0657,429799,31,0.00175072005421585,508,0.00123273443794104,1.41,0.948,2.03
BDP1,raredmg,0.0754,429799,11,0.000621223245044333,445,0.0010798559544956,0.574,0.285,1.04
BECN1,raredmg,0.0118,429799,37,0.0020895690969673,548,0.00132980014171593,1.57,1.1,2.2
BEST2,raredmg,0.00755,429799,80,0.00451798723668606,1340,0.00325170107645866,1.38,1.08,1.73
BIRC3,raredmg,0.021,429799,10,0.000564748404585757,469,0.00113809537676053,0.498,0.237,0.925
BIRC7,raredmg,0.0477,429799,12,0.000677698085502908,150,0.00036399638915582,1.84,0.929,3.31
BOC,raredmg,0.0742,429799,95,0.00536510984356469,1827,0.00443347601991788,1.21,0.974,1.49
BORCS5,raredmg,0.0424,429799,10,0.000564748404585757,435,0.00105558952855188,0.533,0.254,0.99
BPIFB2,raredmg,0.0577,429799,15,0.000847122606878636,205,0.000497461731846287,1.71,0.941,2.89
BRCA1,raredmg,0.0133,429799,155,0.00875360027107923,4382,0.0106335478485387,0.819,0.692,0.962
BRD4,raredmg,0.0934,429799,20,0.00112949680917151,312,0.000757112489444105,1.5,0.906,2.36
BROX,raredmg,0.0832,429799,10,0.000564748404585757,402,0.000975510322937596,0.57,0.271,1.06
BRSK1,raredmg,0.0651,429799,5,0.000282374202292879,270,0.000655193500480475,0.433,0.14,1.02
BSND,raredmg,0.051,429799,4,0.000225899361834303,235,0.000570261009677451,0.395,0.107,1.02
BSPH1,raredmg,0.0759,429799,6,0.000338849042751454,67,0.000162585053822933,2.12,0.75,4.86
BTNL8,raredmg,0.0236,429799,1,0.0000564748404585757,153,0.000371276316938936,0.15,0.00378,0.85
BUB1B,raredmg,0.0949,429799,44,0.00248489298017733,786,0.00190734107917649,1.31,0.943,1.78
C12ORF66,raredmg,0.0347,429799,21,0.00118597164963009,297,0.000720712850528523,1.63,0.994,2.54
C14ORF178,raredmg,0.0839,429799,4,0.000225899361834303,37,0.0000897857759917688,2.55,0.661,7.11
C16ORF87,raredmg,0.0771,429799,0,0,73,0.000177144909389166,0,0,1.18
C16ORF89,raredmg,0.0247,429799,14,0.00079064776642006,162,0.000393116100288285,1.92,1.03,3.32
C16ORF90,raredmg,0.0995,429799,2,0.000112949680917151,11,0.0000266930685380934,4.19,0.451,19.2
C16ORF95,raredmg,0.0917,429799,18,0.00101654712825436,622,0.00150937169369947,0.668,0.393,1.06
C17ORF97,raredmg,0.00385,429799,19,0.00107302196871294,210,0.000509594944818147,2.12,1.25,3.39
C17ORF99,raredmg,0.0692,429799,4,0.000225899361834303,35,0.0000849324908030246,2.75,0.709,7.69
C1ORF115,raredmg,0.0455,429799,6,0.000338849042751454,58,0.000140745270473584,2.44,0.861,5.65
C1ORF194,raredmg,0.0567,429799,11,0.000621223245044333,135,0.000327596750240238,1.88,0.916,3.48
C1ORF61,raredmg,0.0687,429799,8,0.000451798723668606,93,0.000225677761276608,2.03,0.853,4.18
C1QTNF4,raredmg,0.0484,429799,11,0.000621223245044333,461,0.00111868223600555,0.553,0.274,0.999
C1R,raredmg,0.0821,429799,19,0.00107302196871294,655,0.00158945089931375,0.665,0.398,1.05
C1S,raredmg,0.0879,429799,64,0.00361438978934884,1197,0.00290469118546344,1.25,0.955,1.61
C20ORF27,raredmg,0.0272,429799,2,0.000112949680917151,189,0.000458635450336333,0.244,0.0294,0.895
C21ORF62,raredmg,0.0622,429799,25,0.00141187101146439,393,0.000953670539588247,1.49,0.953,2.24
C2CD4A,raredmg,0.00181,429799,11,0.000621223245044333,81,0.000196558050144143,3.07,1.47,5.8
C3,raredmg,0.0173,429799,91,0.00513921048173039,1637,0.00397241392698718,1.31,1.05,1.62
C3ORF20,raredmg,0.0183,429799,27,0.00152482069238154,386,0.000936684041427642,1.63,1.06,2.4
C3ORF70,raredmg,0.077,429799,21,0.00118597164963009,318,0.000771672345010338,1.5,0.917,2.34
C5ORF51,raredmg,0.0328,429799,15,0.000847122606878636,192,0.000465915378119449,1.83,1,3.09
C6ORF222,raredmg,0.0881,429799,3,0.000169424521375727,23,0.000055812779670559,3.06,0.589,10.1
C7,raredmg,0.0611,429799,68,0.00384028915118315,1242,0.00301389010221019,1.26,0.975,1.62
C7ORF50,raredmg,0.0604,429799,6,0.000338849042751454,304,0.000737699348689128,0.461,0.168,1.02
C8B,raredmg,0.0717,429799,28,0.00158129553284012,918,0.00222765790163362,0.705,0.466,1.03
C9ORF72,raredmg,0.0323,429799,13,0.000734172925961484,549,0.0013322267843103,0.554,0.293,0.956
CABP7,raredmg,0.0133,429799,35,0.00197661941605015,516,0.00125214757869602,1.57,1.08,2.22
CACNA1B,raredmg,0.077,429799,141,0.00796295250465917,3799,0.00921881521601972,0.857,0.719,1.01
CACNA1G,raredmg,0.0388,429799,261,0.0147399333596883,5322,0.0129145918872485,1.14,1,1.29
CACNB1,raredmg,0.0876,429799,55,0.00310611622522166,997,0.00241936266658901,1.28,0.954,1.68
CACUL1,raredmg,0.0412,429799,30,0.00169424521375727,473,0.00114780194713802,1.49,0.995,2.16
CAD,raredmg,0.0452,429799,200,0.0112949680917151,5345,0.012970404666919,0.866,0.747,0.998
CADM1,raredmg,0.0787,429799,24,0.00135539617100582,382,0.000926977471050154,1.46,0.925,2.21
CALCA,raredmg,0.0756,429799,8,0.000451798723668606,90,0.000218397833493492,1.97,0.823,4.05
CALHM1,raredmg,0.0367,429799,9,0.000508273564127181,413,0.00100220339147569,0.503,0.228,0.965
CAMK2B,raredmg,0.0233,429799,26,0.00146834585192297,376,0.000912417615483921,1.61,1.04,2.4
CAMP,raredmg,0.0192,429799,9,0.000508273564127181,85,0.000206264620521631,2.38,1.05,4.73
CAND1,raredmg,0.0148,429799,23,0.00129892133054724,877,0.00212816555526436,0.61,0.385,0.922
CANX,raredmg,0.0751,429799,36,0.00203309425650873,613,0.00148753191035012,1.36,0.945,1.91
CAP1,raredmg,0.0828,429799,12,0.000677698085502908,462,0.00112110887859992,0.603,0.309,1.06
CAPN1,raredmg,0.0686,429799,103,0.0058169085672333,1984,0.00481445890723431,1.21,0.979,1.47
CARD11,raredmg,0.00706,429799,2,0.000112949680917151,224,0.000543567941139357,0.206,0.0247,0.751
CASP8,raredmg,0.0825,429799,19,0.00107302196871294,286,0.000694019781990429,1.53,0.909,2.44
CC2D1B,raredmg,0.0581,429799,63,0.00355791494889027,1124,0.00272754627607427,1.29,0.983,1.66
CCAR1,raredmg,0.0396,429799,45,0.00254136782063591,754,0.00182968851615659,1.39,1.01,1.88
CCDC106,raredmg,0.0348,429799,0,0,95,0.000230531046465352,0,0,0.931
CCDC115,raredmg,0.0157,429799,20,0.00112949680917151,249,0.00060423400599866,1.79,1.08,2.83
CCDC124,raredmg,0.0407,429799,18,0.00101654712825436,248,0.000601807363404288,1.71,0.999,2.77
CCDC127,raredmg,0.0393,429799,22,0.00124244649008867,315,0.000764392417227221,1.61,0.992,2.48
CCDC142,raredmg,0.0206,429799,6,0.000338849042751454,333,0.000808071983925919,0.41,0.149,0.902
CCDC153,raredmg,0.0597,429799,2,0.000112949680917151,8,0.000019413140754977,5.91,0.611,29.6
CCDC180,raredmg,0.056,429799,27,0.00152482069238154,420,0.00101918988963629,1.49,0.967,2.2
CCDC186,raredmg,0.0386,429799,38,0.00214604393742588,622,0.00150937169369947,1.43,1,1.98
CCDC36,raredmg,0.0776,429799,0,0,76,0.000184424837172282,0,0,1.17
CCDC43,raredmg,0.0662,429799,1,0.0000564748404585757,117,0.000283917183541539,0.191,0.0048,1.09
CCM2L,raredmg,0.0614,429799,11,0.000621223245044333,458,0.00111140230822244,0.558,0.276,1.01
CCNQ,raredmg,0.0804,429799,0,0,79,0.000191704764955398,0,0,1.11
CD151,raredmg,0.0147,429799,38,0.00214604393742588,574,0.0013928928491696,1.53,1.07,2.12
CD164L2,raredmg,0.0598,429799,6,0.000338849042751454,299,0.000725566135717267,0.465,0.169,1.03
CD276,raredmg,0.0986,429799,25,0.00141187101146439,807,0.00195830057365831,0.709,0.456,1.06
CD53,raredmg,0.0446,429799,23,0.00129892133054724,342,0.000829911767275269,1.59,0.994,2.43
CD9,raredmg,0.0804,429799,24,0.00135539617100582,385,0.00093425739883327,1.45,0.918,2.19
CDAN1,raredmg,0.0961,429799,149,0.00841475122832778,2985,0.00724352814420081,1.15,0.971,1.36
CDC42BPG,raredmg,0.0315,429799,67,0.00378381431072457,2022,0.00490667132582045,0.766,0.591,0.978
CDC42EP4,raredmg,0.0765,429799,33,0.001863669735133,559,0.00135649321025402,1.38,0.943,1.97
CDC6,raredmg,0.0985,429799,6,0.000338849042751454,273,0.000662473428263592,0.505,0.184,1.11
CDH4,raredmg,0.02,429799,103,0.0058169085672333,1861,0.00451598186812653,1.28,1.03,1.56
CDHR4,raredmg,0.1,429799,14,0.00079064776642006,512,0.00124244100831853,0.626,0.34,1.06
CDIPT,raredmg,0.0577,429799,19,0.00107302196871294,280,0.000679459926424197,1.58,0.936,2.51
CDK2AP1,raredmg,0.0381,429799,7,0.00039532388321003,69,0.000167438339011677,2.35,0.91,5.11
CDK4,raredmg,0.00955,429799,23,0.00129892133054724,293,0.000711006280151034,1.84,1.15,2.81
CDK5RAP2,raredmg,0.0464,429799,9,0.000508273564127181,400,0.000970657037748852,0.523,0.237,1
CDON,raredmg,0.0145,429799,42,0.00237194329926018,1408,0.00341671277287596,0.686,0.492,0.933
CEBPD,raredmg,0.0346,429799,6,0.000338849042751454,52,0.000126185414907351,2.63,0.923,6.14
CEBPZ,raredmg,0.0744,429799,47,0.00265431750155306,823,0.00199712685516826,1.31,0.955,1.76
CELF3,raredmg,0.00837,429799,22,0.00124244649008867,271,0.000657620143074847,1.85,1.14,2.86
CELSR3,raredmg,0.0311,429799,150,0.00847122606878636,4149,0.01006814012405,0.835,0.705,0.984
CENPH,raredmg,0.0681,429799,8,0.000451798723668606,92,0.000223251118682236,2.04,0.855,4.19
CENPI,raredmg,0.076,429799,16,0.000903597447337211,233,0.000565407724488706,1.61,0.903,2.66
CENPS,raredmg,0.0712,429799,3,0.000169424521375727,194,0.000470768663308193,0.356,0.0728,1.06
CENPS-CORT,raredmg,0.0214,429799,5,0.000282374202292879,301,0.000730419420906011,0.377,0.122,0.89
CEP120,raredmg,0.0962,429799,31,0.00175072005421585,977,0.00237082981470157,0.731,0.493,1.04
CEP164,raredmg,0.0353,429799,24,0.00135539617100582,348,0.000844471622841501,1.6,1.01,2.42
CEP350,raredmg,0.0237,429799,52,0.00293669170384594,1643,0.00398697378255341,0.731,0.543,0.963
CES4A,raredmg,0.0221,429799,21,0.00118597164963009,799,0.00193888743290333,0.606,0.373,0.934
CETP,raredmg,0.0222,429799,12,0.000677698085502908,137,0.000332450035428982,2.05,1.03,3.7
